participantNo,inputType,trialNo,inputTime,prepTime,msg,orgMsg,msgLen,wpm,incorrect_fixed,fixes,taskType,setNum,totalTime,entryTime,corrTime,acCount,inf,correct,uncorrected_error_rate,corrected_error_rate,bandwidth
21,Keyboard,3,30600,1118,The teenagers gave a gift to their little brother Bobby,"The teenagers gave a gift to their little brother Bobby
",55,21.176470588235293,50,22,Transcription,C1,33472,32354,10753,3,0,55,0.0,0.6493506493506493,0.4330708661417323
21,Keyboard,4,28656,838,"Sally puts broccoli on her hotdog, she loves vegetables","Sally puts broccoli on her hotdog, she loves vegetables
",55,22.61306532663317,26,17,Transcription,C1,30307,29469,14300,4,0,55,0.0,0.3611111111111111,0.5612244897959183
21,Keyboard,5,13629,929,The siblings spent all their money on a giant teddy bear,"The siblings spent all their money on a giant teddy bear
",56,48.42615012106538,25,6,Transcription,C1,15693,14764,3354,7,0,56,0.0,0.4032258064516129,0.6436781609195402
21,Keyboard,6,9455,862,The three friends decided to buy their younger friend a gift ,"The three friends decided to buy their younger friend a gift
",61,76.15018508725542,0,0,Transcription,C2,12506,11644,0,0,0,60,0.0,0.0,1.0
21,Keyboard,7,25723,949,Santa didn't realise his bike purchase from the local salesman would lead to a horrid Christmas ,"Santa didn't realise his bike purchase from the local salesman would lead to a horrid Christmas
",96,44.31831434902617,10,10,Transcription,C2,27335,26386,3762,1,0,95,0.0,0.09523809523809523,0.8260869565217391
21,Keyboard,8,16933,954,The child cried becausebthe man told him Santa wasn't real,"The child cried because a man told him Santa wasn't real
",58,40.39449595464478,17,12,Transcription,C1,18692,17738,4072,2,4,54,0.05714285714285714,0.24285714285714285,0.6206896551724138
21,Keyboard,9,15498,1155,A group of friends won a teddy bear in an amusement park ,"A group of friends won a teddy bear in an amusement park
",57,43.36043360433605,11,9,Transcription,C1,17352,16198,3820,2,0,56,0.0,0.16923076923076924,0.7368421052631579
21,Keyboard,10,20809,1186,"Santa decided that he wanted to try something new, so he bought a bike from a local seller ","Santa decided that he wanted to try something new, so he bought a bike from a local seller
",91,51.90061992407132,5,4,Transcription,C2,23809,22623,3547,1,0,90,0.0,0.05319148936170213,0.9090909090909091
21,Keyboard,11,17006,908,The baby loves being in the house when the sun is shining,"The baby loves being in the house when the sun is shining
",57,39.51546512995414,4,4,Transcription,C1,19297,18389,6706,1,0,57,0.0,0.06557377049180328,0.8769230769230769
21,Keyboard,12,16881,1102,The baby and her mother found money lying under the swing set,"The baby and her mother found money lying under the swing set
",61,42.65150168828861,11,11,Transcription,C2,18913,17812,3493,0,0,61,0.0,0.1527777777777778,0.7349397590361446
21,Keyboard,13,12603,990,Both the toddler and the old car thought the sailboat toy belonged to them ,"Both the toddler and the old cat thought the sailboat toy belonged to them
",75,70.45941442513688,0,0,Transcription,C2,15158,14168,0,0,1,73,0.013513513513513514,0.0,0.9864864864864865
21,Keyboard,14,7811,884,Cooking soccer balls at home is a bad idea,"Cooking soccer balls at home is a bad idea
",42,62.988093713993095,0,0,Transcription,C2,10262,9378,0,0,0,42,0.0,0.0,1.0
21,Keyboard,15,20369,1784,Daniel finally made up his mind and tried cooking his pet turtle,"Daniel finally made up his mind and tried cooking his pet turtle
",64,37.115224115076835,18,5,Transcription,C2,24170,22386,5487,3,0,64,0.0,0.2608695652173913,0.735632183908046
21,Keyboard,16,12993,1053,Doctors who grow green apples tend to live in two story houses,"Doctors who grow green apples tend to live in two story houses
",62,56.338028169014095,3,3,Transcription,C2,15726,14673,719,0,0,62,0.0,0.046153846153846156,0.9117647058823529
21,Keyboard,17,24310,852,The boy burst out crying when the storm started because he had to leave the park,"The boy burst out crying when the storm started because he had to leave the park
",80,38.996297819827234,20,20,Transcription,C2,27846,26994,4932,2,0,80,0.0,0.2,0.6666666666666666
21,Keyboard,18,14492,924,The teenagers went to Bruce's house to drink a cup of tea,"The teenagers went to Bruce's house to drink a cup of tea
",57,46.37041126138559,3,3,Transcription,C1,17302,16378,933,0,0,57,0.0,0.05,0.9047619047619048
21,Keyboard,19,8788,1107,The teacher and her little daughters entered the airplane,"The teacher and her little daughters entered the airplane
",57,76.4679107874374,0,0,Transcription,C1,11383,10276,0,1,0,57,0.0,0.0,1.0
21,Keyboard,20,12357,909,The girl was confused when she saw a dog and a crying boy,"The girl was confused when she saw a dog and a crying boy
",57,54.382131585336246,3,3,Transcription,C1,15406,14497,2570,0,0,57,0.0,0.05,0.9047619047619048
21,Speech,1,7910,3572,A teddy bear cost too much money for the teenagers to buy,"A teddy bear cost too much money for the teenagers to buy
",57,84.95575221238937,2,2,Transcription,D1,13060,9488,4687,0,0,57,0.0,0.03389830508474576,0.9344262295081968
21,Speech,2,2581,2957,The mother could not afford to take her baby to the park,"The mother could not afford to take her baby to the park
",56,255.7148392096087,0,0,Transcription,D1,6350,3393,0,0,0,56,0.0,0.0,1.0
21,Speech,3,3478,2846,The dog always jumped on the boy and his mother never understood why,"The dog always jumped on the boy and his mother never understood why
",68,231.1673375503163,0,0,Transcription,D2,7362,4516,0,0,0,68,0.0,0.0,1.0
21,Speech,4,11185,3162,Hot dog reeked of broccoli so the woman didn't eat it,"The hotdog reeked of broccoli so the woman didn't eat it
",53,55.78900312919089,8,8,Transcription,D2,15239,12078,7085,0,6,50,0.09375,0.125,0.6944444444444444
21,Speech,5,2775,2930,Santa thought it would be a great idea to buy a bike for Lenny,"Santa thought it would be a great idea to buy a bike for Lenny
",62,263.7837837837838,0,0,Transcription,D2,7067,4137,0,0,0,62,0.0,0.0,1.0
21,Speech,6,2776,3309,This year the toddler bought a gift for his older siblings,"This year the toddler bought a gift for his older siblings
",58,246.3976945244957,0,0,Transcription,D2,7311,4003,0,0,0,58,0.0,0.0,1.0
21,Speech,7,10406,2761,The boy loved soccer,"The boy loved soccer
",20,21.91043628675764,7,4,Transcription,D2,13954,11194,8563,0,0,20,0.0,0.2916666666666667,0.6451612903225806
21,Speech,8,7687,3096,"The flight attendant graciously greeted the mother and her baby, both wearing matching hats","The flight attendant graciously greeted the mother and her baby, both wearing matching hats
",91,140.4969428905945,0,0,Transcription,D2,12045,8949,0,0,0,91,0.0,0.0,1.0
21,Speech,9,2971,2603,The woman found money on the ground next to the swing set,"The woman found money on the ground next to the swing set
",57,226.18646920228878,5,1,Transcription,D1,6672,4069,8,0,0,57,0.0,0.08620689655172414,0.9047619047619048
21,Speech,10,2707,2855,The baby stays in the house so that he's not sunburned,"The baby stays in the house so that he's not sunburned
",54,234.94643516808276,0,0,Transcription,D1,8281,5426,0,0,0,54,0.0,0.0,1.0
21,Speech,11,2748,2736,The woman thinks that hot dogs taste better than broccoli,"The woman thinks that hot dogs taste better than broccoli
",57,244.54148471615719,0,0,Transcription,D1,6609,3873,0,0,0,57,0.0,0.0,1.0
21,Speech,12,2651,2885,Man was torn between his love and his love for soccer,"The man was torn between his love and his love for soccer
",53,235.38287438702378,0,0,Transcription,D1,6742,3857,0,0,5,52,0.08771929824561403,0.0,0.9122807017543859
21,Speech,13,12724,2796,The typical soccer mom lives in a nice suburban house in cooks food,"The typical soccer mom lives in a nice suburban house and cooks food
",67,62.24457717698838,5,5,Transcription,D2,17483,14688,7961,0,2,65,0.027777777777777776,0.06944444444444445,0.8441558441558441
21,Speech,14,23693,2757,The three friends turn to drinking when they couldn't find a fall sublet,"The three friends turn to drinking when they couldn't find a fall sublet
",72,35.959988182163514,25,25,Transcription,D2,29780,27023,13142,0,0,72,0.0,0.25773195876288657,0.5901639344262295
21,Speech,15,4106,3055,The three friends made lots of money sewing together toy animals for children,"The three friends made lots of money sewing together toy animals for children
",77,222.1139795421335,0,0,Transcription,D2,8494,5439,0,0,0,77,0.0,0.0,1.0
21,Speech,16,13978,3581,Tell me went on a sail cruise and metna little kitty cat,"Tell me went on a sail cruise and met a little kitty cat
",56,47.21705537272858,12,6,Transcription,D1,19712,16131,6556,0,1,55,0.016129032258064516,0.1935483870967742,0.7432432432432432
21,Speech,17,2603,2845,The person makes a soccer ball shaped cake in the house,"The person makes a soccer ball shaped cake in the house
",55,248.9435266999616,0,0,Transcription,D1,5647,2802,0,0,0,55,0.0,0.0,1.0
21,Speech,18,8328,2966,The flowers growing around the bench this year were beautiful and the man admired them,"The flowers growing around the bench this year were beautiful, and the man admired them
",86,122.478386167147,9,5,Transcription,D2,13920,10954,3681,0,1,86,0.010869565217391304,0.09782608695652174,0.8514851485148515
21,Speech,19,2692,3487,Joe saw someone using a Santa Claus costume while biking,"Joe saw someone using a Santa Claus costume while biking
",56,245.1708766716196,0,0,Transcription,D1,7904,4417,0,0,0,56,0.0,0.0,1.0
21,Speech,20,12378,2719,The doctor on the airplane gave the little boy a lolly pop,"The doctor on the airplane gave the little boy a lolly pop
",58,55.25933107125545,4,4,Transcription,D1,15539,12820,2668,0,0,58,0.0,0.06451612903225806,0.8787878787878788
22,Speech,1,4713,629,The mom is taking her child on a plane,"The mom is taking her child on a plane
",38,94.20751113940166,0,0,Transcription,D2,6500,5871,0,0,0,38,0.0,0.0,1.0
22,Speech,2,3403,2774,The man was torn between his love and his love for soccer,"The man was torn between his love and his love for soccer
",57,197.472818101675,0,0,Transcription,D1,7540,4766,0,0,0,57,0.0,0.0,1.0
22,Speech,3,3444,2566,The person makes a soccer ball shaped cake in the house,"The person makes a soccer ball shaped cake in the house
",55,188.15331010452962,0,0,Transcription,D1,6787,4221,0,0,0,55,0.0,0.0,1.0
22,Speech,4,3372,2850,The woman found money on the ground next to the swing set,"The woman found money on the ground next to the swing set
",57,199.28825622775804,0,0,Transcription,D1,7504,4654,0,0,0,57,0.0,0.0,1.0
22,Speech,5,12373,2649,The boy is sad because it is raining and he can't play on the swing,"The boy is sad because it is raining and he can't play on the swing
",67,64.01034510627981,7,7,Transcription,D2,15770,13121,7128,0,0,67,0.0,0.0945945945945946,0.8271604938271605
22,Speech,6,3671,525,This guy loves to play soccer,"This guy loves to play soccer
",29,91.52819395260148,0,0,Transcription,D2,5416,4891,0,0,0,29,0.0,0.0,1.0
22,Speech,7,6920,2845,The doctor on the airplane gave the little boy lolly pop,"The doctor on the airplane gave the little boy a lolly pop
",56,95.3757225433526,4,2,Transcription,D1,10979,8134,2770,0,2,54,0.034482758620689655,0.06896551724137931,0.8709677419354839
22,Speech,8,1917,2983,This woman cooked a turtle,"This woman cooked a turtle
",26,156.4945226917058,0,0,Transcription,D2,6145,3163,0,0,0,26,0.0,0.0,1.0
22,Speech,9,3119,2870,It is sunny so the child is dancing in his house,"It is sunny so the child is dancing in his house
",48,180.8271882013466,0,0,Transcription,D2,6712,3842,0,0,0,48,0.0,0.0,1.0
22,Speech,10,11393,2941,This woman is trying to eat healthy but she likes hot dogs too much,"This woman is trying to eat healthy but she likes hot dogs too much
",67,69.5163697006934,4,4,Transcription,D2,15080,12139,5766,0,0,67,0.0,0.056338028169014086,0.8933333333333333
22,Speech,11,2646,3423,Doctors recommend you should always have apples in your house,"Doctors recommend you should always have apples in your house
",61,272.10884353741494,0,0,Transcription,D2,6787,3364,0,0,0,61,0.0,0.0,1.0
22,Speech,12,3541,2814,The mother could not afford to take her baby to the park,"The mother could not afford to take her baby to the park
",56,186.3880259813612,0,0,Transcription,D1,7055,4241,0,0,0,56,0.0,0.0,1.0
22,Speech,13,5301,2770,The baby stays in the house so that he's not sunburned,"The baby stays in the house so that he's not sunburned
",54,119.97736276174305,0,0,Transcription,D1,8074,5304,0,0,0,54,0.0,0.0,1.0
22,Speech,14,1977,2784,The boy on the boat has a cat,"The boy on the boat has a cat
",29,169.95447647951443,0,0,Transcription,D2,5837,3054,0,0,0,29,0.0,0.0,1.0
22,Speech,15,3568,3026,A teddy bear cost too much money for the teenagers to buy,"A teddy bear cost too much money for the teenagers to buy
",57,188.3408071748879,0,0,Transcription,D1,7646,4620,0,0,0,57,0.0,0.0,1.0
22,Speech,16,3979,2515,The boy is sad because his mom told them Santa Claus is not real,"The boy is sad because his mom told them Santa Claus is not real
",64,189.9974868057301,0,0,Transcription,D2,7024,4509,0,0,0,64,0.0,0.0,1.0
22,Speech,17,3402,2629,The woman thinks that hot dogs taste better than broccoli,"The woman thinks that hot dogs taste better than broccoli
",57,197.53086419753086,0,0,Transcription,D1,7041,4412,0,0,0,57,0.0,0.0,1.0
22,Speech,18,2881,2326,The girl is cooking in her house while playing soccer,"The girl is cooking in her house while playing soccer
",53,216.59146129816043,0,0,Transcription,D2,6242,3917,0,0,0,53,0.0,0.0,1.0
22,Speech,19,7387,3240,Joe saw someone using a Santa Claus costume while biking,"Joe saw someone using a Santa Claus costume while biking
",56,89.34614863950185,11,7,Transcription,D1,11234,7995,3243,0,0,56,0.0,0.1746031746031746,0.7567567567567568
22,Speech,20,10981,4318,Tell me when it's on a sail cruise in met a little kitty cat,"Tell me went on a sail cruise and met a little kitty cat
",60,64.4750022766597,6,6,Transcription,D1,16191,11873,5543,0,7,53,0.10606060606060606,0.09090909090909091,0.7361111111111112
22,Keyboard,1,11337,1021,The mom cooks for her children while they are out playing soccer,"The mom cooks for her children while they are out playing soccer
",64,66.68430801799418,0,0,Transcription,C2,13129,12108,0,0,0,64,0.0,0.0,1.0
22,Keyboard,2,9104,805,I gave my grandma a teddy bear and she loves it,"I gave my grandma a teddy bear and she loves it
",47,60.63268892794377,1,1,Transcription,C2,11245,10440,294,0,0,47,0.0,0.020833333333333332,0.9591836734693877
22,Keyboard,3,12187,708,The group spent a lot of money trying to win a bear at the carnival,"The group spent a lot of money trying to win a bear at the carnival
",67,64.98728152949865,1,1,Transcription,C2,13916,13209,344,0,0,67,0.0,0.014705882352941176,0.9710144927536232
22,Keyboard,4,10943,726,A group of friends won a teddy bear in an amusement park,"A group of friends won a teddy bear in an amusement park
",56,60.31252855706845,0,0,Transcription,C1,12599,11873,0,1,0,56,0.0,0.0,1.0
22,Keyboard,5,21522,955,"After a frisky night, the three people were gifted with a child, but no one knows whose it is","After a frisky night, the three people were gifted with a child, but no one knows whose it is
",93,51.29634792305549,0,0,Transcription,C2,23343,22388,0,0,0,93,0.0,0.0,1.0
22,Keyboard,6,13151,721,"After a long day of plating flowers, this guy loves sitting in the park","After a long day of planting flowers, this guy loves sitting in the park
",71,63.873469698121816,0,0,Transcription,C2,15167,14446,0,0,1,70,0.014084507042253521,0.0,0.9859154929577465
22,Keyboard,7,14915,712,The child cried because a man told him Santa wasn't real,"The child cried because a man told him Santa wasn't real
",56,44.25075427422059,1,1,Transcription,C1,16650,15938,698,0,0,56,0.0,0.017543859649122806,0.9655172413793104
22,Keyboard,8,18809,831,"Sally puts broccoli on her hotdog, she loves vegetables","Sally puts broccoli on her hotdog, she loves vegetables
",55,34.451592322824176,9,3,Transcription,C1,20120,19290,3626,1,0,55,0.0,0.15517241379310345,0.8208955223880597
22,Keyboard,9,9032,752,This guy likes soccer more than his girlfriend,"This guy likes soccer more than his girlfriend
",46,59.78742249778565,1,1,Transcription,C2,11145,10394,340,0,0,46,0.0,0.02127659574468085,0.9583333333333334
22,Keyboard,10,8392,704,This guy's pet turtle helps him cook,"This guy's pet turtle helps him cook
",36,50.04766444232604,0,0,Transcription,C2,9916,9212,0,0,0,36,0.0,0.0,1.0
22,Keyboard,11,9828,826,The baby loves being in the house when the sun is shining,"The baby loves being in the house when the sun is shining
",57,68.37606837606839,0,0,Transcription,C1,11390,10564,0,0,0,57,0.0,0.0,1.0
22,Keyboard,12,13355,753,The teenagers gave a gift to their little brother Bobby,"The teenagers gave a gift to their little brother Bobby
",55,48.52115312616997,4,4,Transcription,C1,14969,14218,1394,0,0,55,0.0,0.06779661016949153,0.873015873015873
22,Keyboard,13,15417,771,The siblings spent all their money on a giant teddy bear ,"The siblings spent all their money on a giant teddy bear
",57,43.58824674061102,4,4,Transcription,C1,17304,16534,3143,0,0,56,0.0,0.06666666666666667,0.875
22,Keyboard,14,16081,734,The dog hypnotizes the girl into thinking the boy is sad,"The dog hypnotizes the girl into thinking the boy is sad
",56,41.042223742304586,6,6,Transcription,C1,17426,16692,2191,0,0,56,0.0,0.0967741935483871,0.8235294117647058
22,Keyboard,15,11420,747,The girl was confused when she saw a dog and a crying boy,"The girl was confused when she saw a dog and a crying boy
",57,58.84413309982488,2,2,Transcription,C1,13156,12409,318,0,0,57,0.0,0.03389830508474576,0.9344262295081968
22,Keyboard,16,17835,660,The teacher and her little daughters entered the airplane,"The teacher and her little daughters entered the airplane
",57,37.678721614802356,16,4,Transcription,C1,19498,18838,7668,3,0,57,0.0,0.26229508196721313,0.7402597402597403
22,Keyboard,17,10915,728,"On my bike, I ran over Santa Claus","On my bike, I ran over Santa Claus
",34,36.28034814475493,8,8,Transcription,C2,12087,11359,1584,0,0,34,0.0,0.19047619047619047,0.68
22,Keyboard,18,10676,708,This boy is crying because the family lost their dog,"This boy is crying because the family lost their dog
",52,57.32484076433121,0,0,Transcription,C2,12596,11888,0,0,0,52,0.0,0.0,1.0
22,Keyboard,19,12983,713,The teenagers went to Bruce's house to drink a cup of tea,"The teenagers went to Bruce's house to drink a cup of tea
",57,51.759993838095966,1,1,Transcription,C1,14601,13888,317,0,0,57,0.0,0.017241379310344827,0.9661016949152542
22,Keyboard,20,14746,926,Doctors recommend not keeping apples in your house since they attract fruit flies,"Doctors recommend not keeping apples in your house since they attract fruit flies
",81,65.10240065102401,0,0,Transcription,C2,16842,15916,0,0,0,81,0.0,0.0,1.0
25,Keyboard,1,14514,1114,Mom is confused as to why her child doesn't like the dog ,"Mom is confused as to why her child doesn't like the dog
",57,46.30012401818934,7,7,Transcription,D2,16978,15864,1628,0,0,56,0.0,0.1111111111111111,0.8
25,Keyboard,2,10148,851,The boy is sad that he cannot play on the swing set in the rain ,"The boy is sad that he cannot play on the swing set in the rain
",64,74.49743791880174,1,1,Transcription,D2,11351,10500,525,0,0,63,0.0,0.015625,0.9692307692307692
25,Keyboard,3,8416,887,The man loves soccer ,"The man loves soccer
",21,28.517110266159694,9,9,Transcription,D2,10288,9401,3962,0,0,20,0.0,0.3103448275862069,0.5263157894736842
25,Keyboard,4,10456,1007,A teddy bear cost too much money for the teenagers to buy ,"A teddy bear cost too much money for the teenagers to buy
",58,65.41698546289213,0,0,Transcription,D1,11981,10975,0,0,0,57,0.0,0.0,1.0
25,Keyboard,5,9323,1184,Tell me went on a sail cruise and met a little kitty cat ,"Tell me went on a sail cruise and met a little kitty cat
",57,72.07980263863564,0,0,Transcription,D1,11146,9962,0,0,0,56,0.0,0.0,1.0
25,Keyboard,6,13397,806,A young boy is given a gift by his older siblings ,"A young boy is given a gift by his older siblings
",50,43.89042322908114,11,11,Transcription,D2,14644,13838,2563,0,0,49,0.0,0.18333333333333332,0.6901408450704225
25,Keyboard,7,13564,807,The mother could not afford to take her baby to the park ,"The mother could not afford to take her baby to the park
",57,49.542907696844594,12,12,Transcription,D1,14920,14113,3016,0,0,56,0.0,0.17647058823529413,0.7
25,Keyboard,8,10575,911,The person makes a soccer ball shaped cake in the house ,"The person makes a soccer ball shaped cake in the house
",56,62.4113475177305,1,1,Transcription,D1,11886,10975,350,0,0,55,0.0,0.017857142857142856,0.9649122807017544
25,Keyboard,9,15002,882,The doctor on the airplane gave the little boy a lolly pop,"The doctor on the airplane gave the little boy a lolly pop
",58,45.59392081055859,11,11,Transcription,D1,16273,15392,1981,0,0,58,0.0,0.15942028985507245,0.725
25,Keyboard,10,19675,823,The woman thinks that hot dogs taste better than broccoli ,"The woman thinks that hot dogs taste better than broccoli
",58,34.76493011435832,19,19,Transcription,D1,20879,20056,4782,0,0,57,0.0,0.25,0.6
25,Keyboard,11,16046,971,Joe saw someone using a Santa Claus costume while biking ,"Joe saw someone using a Santa Claus costume while biking
",57,41.87959616103702,9,9,Transcription,D1,19491,18520,2036,0,0,56,0.0,0.13846153846153847,0.7567567567567568
25,Keyboard,12,11695,1006,Mom gives a choice between broccoli and a hot dog for dinner ,"Mom gives a choice between broccoli and a hot dog for dinner
",61,61.56477126977341,0,0,Transcription,D2,13148,12142,0,0,0,60,0.0,0.0,1.0
25,Keyboard,13,15242,793,The woman found money on the ground next to the swing set ,"The woman found money on the ground next to the swing set
",58,44.8760005248655,17,17,Transcription,D1,16401,15608,3041,0,0,57,0.0,0.22972972972972974,0.6263736263736264
25,Keyboard,14,11591,812,A woman takes a flight to visit her sister and newborn nephew ,"A woman takes a flight to visit her sister and newborn nephew
",62,63.1524458631697,1,1,Transcription,D2,13079,12267,650,0,0,61,0.0,0.016129032258064516,0.9682539682539683
25,Keyboard,15,15211,938,The man was torn between his love and his love for soccer ,"The man was torn between his love and his love for soccer
",58,44.96745776083098,2,2,Transcription,D1,16716,15779,2155,1,0,57,0.0,0.03389830508474576,0.9344262295081968
25,Keyboard,16,10697,797,The man likes to sit on a bench and look at the flower ,"The man likes to sit on a bench and look at the flower
",55,60.5777320744134,6,6,Transcription,D2,11922,11125,1430,0,0,54,0.0,0.1,0.8181818181818182
25,Keyboard,17,6916,829,The baby plays in the sun outside of his house ,"The baby plays in the sun outside of his house
",47,79.81492192018509,0,0,Transcription,D2,8137,7308,0,0,0,46,0.0,0.0,1.0
25,Keyboard,18,16041,786,The baby stays in the house so that he's not sunburned ,"The baby stays in the house so that he's not sunburned
",55,40.39648400972508,10,10,Transcription,D1,17193,16408,2608,0,0,54,0.0,0.15625,0.7297297297297297
25,Keyboard,19,8411,933,The group of teens must go back home to get a drink ,"The group of teens must go back home to get a drink
",52,72.761859469742,0,0,Transcription,D2,9686,8753,0,1,0,51,0.0,0.0,1.0
25,Keyboard,20,17374,809,Mom paid money to have a swing set built for her child ,"Mom paid money to have a swing set built for her child
",55,37.297110625071944,18,15,Transcription,D2,20502,19693,3501,1,0,54,0.0,0.2608695652173913,0.6206896551724138
25,Speech,1,4333,3735,The girl prefers eating a home-cooked meal over playing soccer,"The girl prefers eating a home-cooked meal over playing soccer
",62,168.9360720055389,0,0,Transcription,C2,9249,5515,0,0,0,62,0.0,0.0,1.0
25,Speech,2,3711,3426,The siblings spent all their money on a giant teddy bear,"The siblings spent all their money on a giant teddy bear
",56,177.8496362166532,0,0,Transcription,C1,9019,5594,0,0,0,56,0.0,0.0,1.0
25,Speech,3,2423,3742,The woman likes hot dogs more than broccoli,"The woman likes hot dogs more than broccoli
",43,208.0066033842344,0,0,Transcription,C2,7172,3430,0,0,0,43,0.0,0.0,1.0
25,Speech,4,3921,3317,The child cried because a man told him Santa wasn't real,"The child cried because a man told him Santa wasn't real
",56,168.32440703902068,0,0,Transcription,C1,7580,4263,0,0,0,56,0.0,0.0,1.0
25,Speech,5,5484,3246,The boy cries on a swing set as it starts to rain,"The boy cries on the swing set as it starts to rain
",49,105.03282275711159,8,2,Transcription,C2,9642,6396,720,0,3,48,0.05660377358490566,0.1509433962264151,0.7868852459016393
25,Speech,6,3879,3476,The girl was confused when she saw a dog and a crying boy,"The girl was confused when she saw a dog and a crying boy
",57,173.2405259087394,0,0,Transcription,C1,7592,4116,0,0,0,57,0.0,0.0,1.0
25,Speech,7,3364,3331,The man would rather pick a flower than sit on the bench,"The man would rather pick a flower then sit on the bench
",56,196.19500594530325,0,0,Transcription,C2,7575,4244,0,0,1,55,0.017857142857142856,0.0,0.9821428571428571
25,Speech,8,3361,3791,The teenagers give a gift to their little brother Bobby,"The teenagers gave a gift to their little brother Bobby
",55,192.7997619756025,0,0,Transcription,C1,8857,5066,0,0,1,54,0.01818181818181818,0.0,0.9818181818181818
25,Speech,9,2870,2950,The teddy bear misses the love of his grandma,"The teddy bear misses the love of his grandma
",45,183.97212543554008,0,0,Transcription,C2,7036,4086,0,0,0,45,0.0,0.0,1.0
25,Speech,10,8054,852,They can't decide between pursuing love or soccer,"They can't decide between pursuing love or soccer
",49,71.51725850509062,1,1,Transcription,C2,10237,9385,2028,0,0,49,0.0,0.02,0.9607843137254902
25,Speech,11,7800,3506,"Sally puts broccoli on a hot dog, she loves vegetables","Sally puts broccoli on her hotdog, she loves vegetables
",54,81.53846153846155,0,0,Transcription,C1,12611,9106,0,0,4,51,0.07272727272727272,0.0,0.9272727272727272
25,Speech,12,3427,3365,The teenagers went to Bruce's house to drink a cup of tea,"The teenagers went to Bruce's house to drink a cup of tea
",57,196.08987452582437,0,0,Transcription,C1,7517,4152,0,0,0,57,0.0,0.0,1.0
25,Speech,13,4003,3391,The dog hypnotizes the girl into thinking the boy is sad,"The dog hypnotizes the girl into thinking the boy is sad
",56,164.8763427429428,0,0,Transcription,C1,8870,5479,0,0,0,56,0.0,0.0,1.0
25,Speech,14,6347,3631,Eating an apple makes the doctor feel at home,"Eating an apple makes the doctor feel at home
",45,83.18890814558058,1,1,Transcription,C2,10446,6815,2272,0,0,45,0.0,0.021739130434782608,0.9574468085106383
25,Speech,15,2386,3106,The boy and the cat take a sailboat,"The boy and the cat take a sailboat
",35,170.9974853310981,0,0,Transcription,C2,5988,2883,0,0,0,35,0.0,0.0,1.0
25,Speech,16,9368,3395,The woman says goodbye to her daughter and granddaughter as they fly away,"The woman says goodbye to her daughter and granddaughter as they fly away
",73,92.22886421861658,9,5,Transcription,C2,13349,9954,3685,0,0,73,0.0,0.11538461538461539,0.8390804597701149
25,Speech,17,3795,3121,A group of friends want a teddy bear in an amusement park,"A group of friends won a teddy bear in an amusement park
",57,177.07509881422925,0,0,Transcription,C1,7754,4633,0,0,2,54,0.03571428571428571,0.0,0.9642857142857143
25,Speech,18,3052,3472,The baby loves being in the house when the sun is shining,"The baby loves being in the house when the sun is shining
",57,220.18348623853214,0,0,Transcription,C1,8023,4551,0,0,0,57,0.0,0.0,1.0
25,Speech,19,2788,3667,Santa can easily tell who is naughty and nice,"Santa can easily tell who is naughty and nice
",45,189.38307030129127,0,0,Transcription,C2,6524,2857,0,0,0,45,0.0,0.0,1.0
25,Speech,20,3039,3186,The teacher and her little daughters entered the airplane,"The teacher and her little daughters entered the airplane
",57,221.1253701875617,0,0,Transcription,C1,6954,3768,0,0,0,57,0.0,0.0,1.0
26,Speech,1,7688,5656,Jenny came back home early and started cooking so that she can watch a soccer game,"Jenny came back home early and started cooking so that she can watch a soccer game
",82,126.43080124869928,0,0,Transcription,C2,16330,10674,0,0,0,82,0.0,0.0,1.0
26,Speech,2,4774,5139,Soccer is Tony's favorite sport,"Soccer is Tony's favorite sport
",31,75.4084625052367,0,0,Transcription,C2,11475,6336,0,0,0,31,0.0,0.0,1.0
26,Speech,3,25221,2454,"Sally puts broccoli on her hotdog, she loves vegetables","Sally puts broccoli on her hotdog, she loves vegetables
",55,25.69287498513144,13,6,Transcription,C1,30221,27767,8970,0,0,55,0.0,0.21311475409836064,0.7432432432432432
26,Speech,4,28268,2425,A group of friends won a teddy bear in an amusement park,"A group of friends won a teddy bear in an amusement park
",56,23.34795528512806,16,7,Transcription,C1,34520,32095,13190,0,0,56,0.0,0.25396825396825395,0.7088607594936709
26,Speech,5,10841,7820,The boy started crying when it began to rain because he could no longer sit on the swing set,"The boy started crying when it began to rain because he could no longer sit on the swing set
",92,100.72871506318606,0,0,Transcription,C2,21509,13689,0,0,0,92,0.0,0.0,1.0
26,Speech,6,6538,4472,The girl was confused when she saw a dog and a crying boy,"The girl was confused when she saw a dog and a crying boy
",57,102.78372591006423,0,0,Transcription,C1,12903,8431,0,0,0,57,0.0,0.0,1.0
26,Speech,7,7203,4762,The baby loves being in the house when the sun is shining,"The baby loves being in the house when the sun is shining
",57,93.29446064139941,0,0,Transcription,C1,13719,8958,0,0,0,57,0.0,0.0,1.0
26,Speech,8,7655,4982,John started reminiscing of the time when he gave a flower to his wife,"John started reminiscing of the time when he gave a flower to his wife
",70,108.16459830176355,0,0,Transcription,C2,14662,9680,0,0,0,70,0.0,0.0,1.0
26,Speech,9,6874,4975,The teacher and her little daughters entered the airplane,"The teacher and her little daughters entered the airplane
",57,97.75967413441956,0,0,Transcription,C1,14581,9606,0,0,0,57,0.0,0.0,1.0
