participantNo,inputType,trialNo,triad,msg,spagCorrect,correctMsg,gMsg
19,Keyboard,14,"baby.png,iPhone4.png,man.png",The man took a picture of the baby with his cellphone.,The man took a picture of the baby with his cellphone.,The man took a picture of the baby with his cellphone.,The man took a picture of the baby with his cellphone.
19,Keyboard,15,"turtle.png,cooking-pan.png,youngman.png",The man was going to cook a turtle in a pan!,The man was going to cook a turtle in a pan!,The man was going to cook a turtle in a pan!,The man was going to cook a turtle in a pan!
19,Keyboard,16,"brocoli.png,hotdog.png,woman.png",The woman preferred broccoli over hotdogs.,The woman preferred broccoli over hotdogs.,The woman preferred broccoli over hotdogs.,The woman preferred broccoli over hotdogs.
19,Keyboard,17,"grandma.png,heart.png,teddybear.png",The old woman loved teddy bears,The old woman loved teddy bears,The old woman loved teddy bears,The old woman loved teddy bears
19,Keyboard,18,"bicycle.png,youngman.png,santa.png",The boy got a cycle from Santa.,The boy got a cycle from Santa.,The boy got a cycle from Santa.,The boy got a cycle from Santa.
19,Keyboard,19,"sun.png,house.png,baby.png",The baby was kept indoors when the sun was out.,The baby was kept indoors when the sun was out.,The baby was kept indoors when the sun was out.,The baby was kept indoors when the sun was out.
19,Keyboard,20,"boy.png,boat.png,cat.png",The boy found a cat on the ship.,The boy found a cat on the ship.,The boy found a cat on the ship.,The boy found a cat on the ship.
19,Speech,1,"sun.png,house.png,baby.png",The baby liked to go outside home when it was sunny.,The baby liked to go outside home when it was sunny.,The baby liked to go outside the home when it was sunny.,The baby liked to go outside home when it was sunny.
19,Speech,2,"house.png,Friends.png,mug.png",The kids found a blue mug outside the house.,The kids found a blue mug outside the house.,The kids found a blue mug outside the house.,The kids found a blue mug outside the house.
19,Speech,3,"woman.png,momandbaby.png,plane.png",The flight attendant gave us some toys to the child in the plane.,The flight attendant gave us some toys to the child in the plane.,The flight attendant gave some toys to the child in the plane.,The flight attendant gave us some toys to the child in the plane.
19,Speech,4,"cooking.png,house.png,soccer.png",The girlie went home to cook after playing soccer.,The girlie went home to cook after playing soccer.,The girl went home to cook after playing soccer.,The girl went home to cook after playing soccer.
19,Speech,5,"soccer.png,youngman.png,heart.png",The boy did not love soccer.,The boy did not love soccer.,The boy did not love soccer.,The boy did not love soccer.
19,Speech,6,"boy.png,Friends.png,present.png",The boy did not get any presents from his friends.,The boy did not get any presents from his friends.,The boy did not get any presents from his friends.,The boy did not get any presents from his friends.
19,Speech,7,"bicycle.png,youngman.png,santa.png",The boy saw Santa riding a bicycle.,The boy saw Santa riding a bicycle.,The boy saw Santa riding a bicycle.,The boy saw Santa riding a bicycle.
19,Speech,8,"swings.png,crying.png,raincloud.png",The boy got soaked in the rain while playing on the swing.,The boy got soaked in the rain while playing on the swing.,The boy got soaked in the rain while playing on the swing.,The boy got soaked in the rain while playing on the swing.
19,Speech,9,"crying.png,pup.png,confused.png",The girl did not understand why the boy was crying after losing his dog.,The girl did not understand why the boy was crying after losing his dog.,The girl did not understand why the boy was crying after losing his dog.,The girl did not understand why the boy was crying after losing his dog.
19,Speech,10,"baby.png,iPhone4.png,man.png",The man gave the baby his cell phone to play with.,The man gave the baby his cell phone to play with.,The man gave the baby his cell phone to play with.,The man gave the baby his cell phone to play with.
19,Speech,11,"turtle.png,cooking-pan.png,youngman.png",The boys cooked some food for his turtle.,The boys cooked some food for his turtle.,The boy cooked some food for his turtle.,The boy cooked some food for his turtle.
19,Speech,12,"brocoli.png,hotdog.png,woman.png",The girl liked eating hot dogs with broccoli.,The girl liked eating hot dogs with broccoli.,The girl liked eating hot dogs with broccoli.,The girl liked eating hot dogs with broccoli.
19,Speech,13,"boy.png,boat.png,cat.png",The cat and the boy played around in the sailboat.,The cat and the boy played around in the sailboat.,The cat and the boy played around in the sailboat.,The cat and the boy played around in the sailboat.
19,Speech,14,"grandma.png,heart.png,teddybear.png",The old woman cherished her teddy bear.,The old woman cherished her teddy bear.,The old woman cherished her teddy bear.,The old woman cherished her teddy bear.
19,Speech,15,"crying.png,youngman.png,santa.png",The boy wore Santa costume to stop his brother from crying.,The boy wore Santa costume to stop his brother from crying.,The boy wore Santa costume to stop his brother from crying.,The boy wore a Santa costume to stop his brother from crying.
19,Speech,16,"swings.png,money.png,momandbaby.png",The woman paid money to ride on the swing.,The woman paid money to ride on the swing.,The woman paid money to ride on the swing.,The woman paid money to ride on the swing.
19,Speech,17,"doctor.png,plane.png,boy.png",The doctor got on the plane with his son.,The doctor got on the plane with his son.,The doctor got on the plane with his son.,The doctor got on the plane with his son.
19,Speech,18,"teddybear.png,money.png,Friends.png",The teddy bear asked for money from the kids.,The teddy bear asked for money from the kids.,The teddy bear asked for money from the kids.,The teddy bear asked for money from the kids.
19,Speech,19,"apple.png,doctor.png,house.png",The doctor had an apple tree outside his house.,The doctor had an apple tree outside his house.,The doctor had an apple tree outside his house.,The doctor had an apple tree outside his house.
19,Speech,20,"flower.png,bench.png,man.png",The man found a flower on the bench.,The man found a flower on the bench.,The man found a flower on the bench.,The man found a flower on the bench.
20,Speech,1,"woman.png,momandbaby.png,plane.png",Emily and her baby had a really nice flight because of the flight attendant,Emily and her baby had a really nice flight because of the flight attendant,Emily and her baby had a really nice flight because of the flight attendant,Emily and her baby had a really nice flight because of the flight attendant
20,Speech,2,"crying.png,pup.png,confused.png",Tom started crying while playing with his dog leaving her mom confused,Tom started crying while playing with his dog leaving her mom confused,Tom started crying while playing with his dog leaving his mom confused,Tom started crying while playing with his dog leaving her mom confused
20,Speech,3,"swings.png,crying.png,raincloud.png",Mitch really wanted to be on the swing set but his plans got canceled because of the rain,Mitch really wanted to be on the swing set but his plans got canceled because of the rain,Mitch really wanted to be on the swing set but his plans got canceled because of the rain,Mitch really wanted to be on the swing set but his plans got cancelled because of the rain
20,Speech,4,"apple.png,doctor.png,house.png",I really like to stock up the green apples at my house as my doctor advised me to have them,I really like to stock up the green apples at my house as my doctor advised me to have them,I really like to stock up the green apples at my house as my doctor advised me to have them,I really like to stock up the green apples at my house as my doctor advised me to have them
20,Speech,5,"teddybear.png,money.png,Friends.png",My cousins pitched in money for my birthday and got me a teddy bear,My cousins pitched in money for my birthday and got me a teddy bear,My cousins pitched in money for my birthday and got me a teddy bear,My cousins pitched in money for my birthday and got me a teddy bear
20,Speech,6,"bicycle.png,youngman.png,santa.png",Growing up I always wanted a bicycle from Santa,Growing up I always wanted a bicycle from Santa,Growing up I always wanted a bicycle from Santa,Growing up I always wanted a bicycle from Santa
20,Speech,7,"sun.png,house.png,baby.png",The baby likes getting out of the house to get some sun,The baby likes getting out of the house to get some sun,The baby likes getting out of the house to get some sun,The baby likes getting out of the house to get some sun
20,Speech,8,"turtle.png,cooking-pan.png,youngman.png",Being a vegetarian Tom cannot imagine people consuming tortoise meat,Being a vegetarian Tom cannot imagine people consuming tortoise meat,Being a vegetarian Tom cannot imagine people consuming tortoise meat,Being a vegetarian Tom cannot imagine people consuming tortoise meat
20,Speech,9,"boy.png,boat.png,cat.png",Tom wished he could take his pet on the cruise,Tom wished he could take his pet on the cruise,Tom wished he could take his pet on the cruise,Tom wished he could take his pet on the cruise
20,Speech,10,"boy.png,Friends.png,present.png",I love having birthdays with my friends cuz I like getting gifts,I love having birthdays with my friends because I like getting gifts,I love having birthdays with my friends because I like getting gifts,I love having birthdays with my friends because I like getting gifts
20,Speech,11,"cooking.png,house.png,soccer.png",Emily would any day prefer cooking at her house rather than going out and playing,Emily would any day prefer cooking at her house rather than going out and playing,Emily would any day prefer cooking at her house rather than going out and playing,Emily would any day prefer cooking at her house rather than going out and playing
20,Speech,12,"flower.png,bench.png,man.png",The Gardener planted flowers around the bench in the park,The Gardener planted flowers around the bench in the park,The gardener planted flowers around the bench in the park,The gardener planted flowers around the bench in the park
20,Speech,13,"house.png,Friends.png,mug.png",Me and my friends prefer coffee outside rather than at home,Me and my friends prefer coffee outside rather than at home,Me and my friends prefer coffee outside rather than at home,Me and my friends prefer coffee outside rather than at home
20,Speech,14,"doctor.png,plane.png,boy.png",As a baby my doctor advised me to not take flights,As a baby my doctor advised me to not take flights,As a baby my doctor advised me to not take flights,As a baby my doctor advised me to not take flights
20,Speech,15,"brocoli.png,hotdog.png,woman.png",My mother would always prefer her broccoli over hot dogs,My mother would always prefer her broccoli over hot dogs,My mother would always prefer her broccoli over hot dogs,My mother would always prefer her broccoli over hot dogs
20,Speech,16,"crying.png,youngman.png,santa.png",Growing up I used to be scared by Santa but not anymore,Growing up I used to be scared by Santa but not anymore,Growing up I used to be scared by Santa but not anymore,Growing up I used to be scared by Santa but not anymore
20,Speech,17,"grandma.png,heart.png,teddybear.png",I still have the teddy bear that my grandma used to have as a child,I still have the teddy bear that my grandma used to have as a child,I still have the teddy bear that my grandma used to have as a child,I still have the teddy bear that my grandma used to have as a child
20,Speech,18,"baby.png,iPhone4.png,man.png",Tom stops himself from using the cell phone while he is spending time with the baby,Tom stops himself from using the cell phone while he is spending time with the baby,Tom stops himself from using the cell phone while he is spending time with the baby,Tom stops himself from using the cell phone while he is spending time with the baby
20,Speech,19,"swings.png,money.png,momandbaby.png",Me and my mom used to love going to the fair even if it cost us a lot of money,Me and my mom used to love going to the fair even if it cost us a lot of money,Me and my mom used to love going to the fair even if it cost us a lot of money,Me and my mom used to love going to the fair even if it cost us a lot of money
20,Speech,20,"soccer.png,youngman.png,heart.png",John loved his football,John loved his football,John loved his football,John loved his football
20,Keyboard,1,"brocoli.png,hotdog.png,woman.png",My mum can make broccoli and hot dogs equally tasty.,My mum can make broccoli and hot dogs equally tasty.,My mum can make broccoli and hot dogs equally tasty.,My mum can make broccoli and hot dogs equally tasty.
20,Keyboard,2,"turtle.png,cooking-pan.png,youngman.png",Jerry likes having breakfast with his pet tortoise.,Jerry likes having breakfast with his pet tortoise.,Jerry likes having breakfast with his pet tortoise.,Jerry likes having breakfast with his pet tortoise.
20,Keyboard,3,"soccer.png,youngman.png,heart.png",The football Jerry owned was loved by all his friends.,The football Jerry owned was loved by all his friends.,The football Jerry owned was loved by all his friends.,The football Jerry owned was loved by all his friends.
20,Keyboard,4,"woman.png,momandbaby.png,plane.png",Being a 10 year old I traveled in a flight alone and  had great conversations with the air hostesses,Being a 10 year old I traveled in a flight alone and had great conversations with the air hostesses,Being a 10 year old I traveled in a flight alone and had great conversations with the air hostesses,Being a 10 year old I traveled in a flight alone and had great conversations with the air hostesses
20,Keyboard,5,"swings.png,money.png,momandbaby.png",My mum saved up to buy a swing set for me when I was a baby.,My mum saved up to buy a swing set for me when I was a baby.,My mum saved up to buy a swing set for me when I was a baby.,My mum saved up to buy a swing set for me when I was a baby.
20,Keyboard,6,"baby.png,iPhone4.png,man.png",My dad always used his cellphone to entertain me as a baby.,My dad always used his cellphone to entertain me as a baby.,My dad always used his cellphone to entertain me as a baby.,My dad always used his cellphone to entertain me as a baby.
20,Keyboard,7,"grandma.png,heart.png,teddybear.png",I love hugging my grandma who is so fluffy like a teddy bear.,I love hugging my grandma who is so fluffy like a teddy bear.,I love hugging my grandma who is so fluffy like a teddy bear.,I love hugging my grandma who is so fluffy like a teddy bear.
20,Keyboard,8,"swings.png,crying.png,raincloud.png",The rain stopped John from playing in the swing.,The rain stopped John from playing in the swing.,The rain stopped John from playing in the swing.,The rain stopped John from playing in the swing.
20,Keyboard,9,"teddybear.png,money.png,Friends.png",We won a giant teddy bear at the fair which had cheap entry tickets.,We won a giant teddy bear at the fair which had cheap entry tickets.,We won a giant teddy bear at the fair which had cheap entry tickets.,We won a giant teddy bear at the fair which had cheap entry tickets.
20,Keyboard,10,"boy.png,Friends.png,present.png",My little brother always demands gifts from me and my cousins when we are in town.,My little brother always demands gifts from me and my cousins when we are in town.,My little brother always demands gifts from me and my cousins when we are in town.,My little brother always demands gifts from me and my cousins when we are in town.
20,Keyboard,11,"apple.png,doctor.png,house.png","Taking the advice of my doctor, I now have huge stock of apples in my fridge at home.","Taking the advice of my doctor, I now have huge stock of apples in my fridge at home.","Taking the advice of my doctor, I now have huge stock of apples in my fridge at home.","Taking the advice of my doctor, I now have huge stock of apples in my fridge at home."
20,Keyboard,12,"boy.png,boat.png,cat.png","Jerry's pet cat was about to fall off the cruise, but it got saved closely. ","Jerry's pet cat was about to fall off the cruise, but it got saved closely. ","Jerry's pet cat was about to fall off the cruise, but it got saved closely. ","Jerry's pet cat was about to fall off the cruise, but it got saved closely. "
20,Keyboard,13,"house.png,Friends.png,mug.png",Growing up me and my siblings were not allowed to have coffee at home.,Growing up me and my siblings were not allowed to have coffee at home.,Growing up me and my siblings were not allowed to have coffee at home.,Growing up me and my siblings were not allowed to have coffee at home.
20,Keyboard,14,"bicycle.png,youngman.png,santa.png",I wish to see Santa ride a bike from the North Pole.,I wish to see Santa ride a bike from the North Pole.,I wish to see Santa ride a bike from the North Pole.,I wish to see Santa ride a bike from the North Pole.
20,Keyboard,15,"cooking.png,house.png,soccer.png",Emily always plans her meals before she goes out playing.,Emily always plans her meals before she goes out playing.,Emily always plans her meals before she goes out playing.,Emily always plans her meals before she goes out playing.
20,Keyboard,16,"crying.png,pup.png,confused.png","The dog bit the boy, leaving the owner confused.","The dog bit the boy, leaving the owner confused.","The dog bit the boy, leaving the owner confused.","The dog bit the boy, leaving the owner confused."
20,Keyboard,17,"sun.png,house.png,baby.png",The baby loves sun bathing on the terrace of his home.,The baby loves sun bathing on the terrace of his home.,The baby loves sun bathing on the terrace of his home.,The baby loves sun bathing on the terrace of his home.
20,Keyboard,18,"doctor.png,plane.png,boy.png",Medically babies should not be allowed on flights.,Medically babies should not be allowed on flights.,Medically babies should not be allowed on flights.,Medically babies should not be allowed on flights.
20,Keyboard,19,"flower.png,bench.png,man.png","In loving memory of his wife, Matt planted flowers around her favorite bench in the park.","In loving memory of his wife, Matt planted flowers around her favorite bench in the park.","In loving memory of his wife, Matt planted flowers around her favorite bench in the park.","In loving memory of his wife, Matt planted flowers around her favorite bench in the park."
20,Keyboard,20,"crying.png,youngman.png,santa.png","Growing up I was scared of Santa, but not anymore.","Growing up I was scared of Santa, but not anymore.","Growing up I was scared of Santa, but not anymore.","Growing up I was scared of Santa, but not anymore."
21,Keyboard,1,"house.png,Friends.png,mug.png",Three friends who were unable to find a fall sublet turned to alcohol hidden in mugs.,Three friends who were unable to find a fall sublet turned to alcohol hidden in mugs.,Three friends who were unable to find a fall sublet turned to alcohol hidden in mugs.,Three friends who were unable to find a fall sublet turned to alcohol hidden in mugs.
21,Keyboard,2,"turtle.png,cooking-pan.png,youngman.png",Daniel finally made up his mind and tried cooking his pet turtle.,Daniel finally made up his mind and tried cooking his pet turtle.,Daniel finally made up his mind and tried cooking his pet turtle.,Daniel finally made up his mind and tried cooking his pet turtle.
21,Keyboard,3,"woman.png,momandbaby.png,plane.png",The flight attendant politely smiled and told the woman and her daughter to both stop crying.,The flight attendant politely smiled and told the woman and her daughter to both stop crying.,The flight attendant politely smiled and told the woman and her daughter to both stop crying.,The flight attendant politely smiled and told the woman and her daughter to both stop crying.
21,Keyboard,4,"boy.png,boat.png,cat.png",Both the toddler and the old cat thought the sailboat toy belonged to them.,Both the toddler and the old cat thought the sailboat toy belonged to them.,Both the toddler and the old cat thought the sailboat toy belonged to them.,Both the toddler and the old cat thought the sailboat toy belonged to them.
21,Keyboard,5,"flower.png,bench.png,man.png",Old men typically sit on benches to watch the flowers grow.,Old men typically sit on benches to watch the flowers grow.,Old men typically sit on benches to watch the flowers grow.,Old men typically sit on benches to watch the flowers grow.
21,Keyboard,6,"bicycle.png,youngman.png,santa.png","Santa decided that he wanted to try something new, so he bought a bike from a local seller.","Santa decided that he wanted to try something new, so he bought a bike from a local seller.","Santa decided that he wanted to try something new, so he bought a bike from a local seller.","Santa decided that he wanted to try something new, so he bought a bike from a local seller."
21,Keyboard,7,"soccer.png,youngman.png,heart.png",John couldn't decide between his two loves: soccer and his girlfeiend.,John couldn't decide between his two loves: soccer and his girlfriend.,John couldn't decide between his two loves: soccer and his girlfriend.,John couldn't decide between his two loves: soccer and his girlfriend.
21,Keyboard,8,"crying.png,youngman.png,santa.png",Santa didn't realise his bike purchase from the local salesman would lead to a horrid chrismtas.,Santa didn't realise his bike purchase from the local salesman would lead to a horrid Christmas.,Santa didn't realise his bike purchase from the local salesman would lead to a horrid Christmas.,Santa didn't realise his bike purchase from the local salesman would lead to a horrid Christmas.
21,Keyboard,9,"apple.png,doctor.png,house.png",Doctors who grow green apples tend to live in two story houses.,Doctors who grow green apples tend to live in two story houses.,Doctors who grow green apples tend to live in two story houses.,Doctors who grow green apples tend to live in two story houses.
21,Keyboard,10,"boy.png,Friends.png,present.png",The three friends decided to buy their younger friend a gift.,The three friends decided to buy their younger friend a gift.,The three friends decided to buy their younger friend a gift.,The three friends decided to buy their younger friend a gift.
21,Keyboard,11,"swings.png,money.png,momandbaby.png",The babay and her mother found money lying under the swing set.,The baby and her mother found money lying under the swing set.,The baby and her mother found money lying under the swing set.,The baby and her mother found money lying under the swing set.
21,Keyboard,12,"crying.png,pup.png,confused.png",The mom and the dog could not for the life of them figure out why Timmy was crying.,The mom and the dog could not for the life of them figure out why Timmy was crying.,The mom and the dog could not for the life of them figure out why Timmy was crying.,The mom and the dog could not for the life of them figure out why Timmy was crying.
21,Keyboard,13,"sun.png,house.png,baby.png",The sun always made the baby poop when he was playing at home.,The sun always made the baby poop when he was playing at home.,The sun always made the baby poop when he was playing at home.,The sun always made the baby poop when he was playing at home.
21,Keyboard,14,"brocoli.png,hotdog.png,woman.png",Brocolly and hot dogs have been reported in the news as superfoods.,Broccoli and hot dogs have been reported in the news as superfoods.,Broccoli and hot dogs have been reported in the news as superfoods.,Broccoli and hot dogs have been reported in the news as superfoods.
21,Keyboard,15,"baby.png,iPhone4.png,man.png",The old man reflected back on his youth through the lense of his new smartphone.,The old man reflected back on his youth through the lens of his new smartphone.,The old man reflected back on his youth through the lens of his new smartphone.,The old man reflected back on his youth through the lens of his new smartphone.
21,Keyboard,16,"cooking.png,house.png,soccer.png",Cooking soccer balls at home is a bad idea.,Cooking soccer balls at home is a bad idea.,Cooking soccer balls at home is a bad idea.,Cooking soccer balls at home is a bad idea.
21,Keyboard,17,"grandma.png,heart.png,teddybear.png",The grandma reflected back on the old teddy bear she used to love and care for.,The grandma reflected back on the old teddy bear she used to love and care for.,The grandma reflected back on the old teddy bear she used to love and care for.,The grandma reflected back on the old teddy bear she used to love and care for.
21,Keyboard,18,"doctor.png,plane.png,boy.png",Doctors and toddlers both hate airplanes.,Doctors and toddlers both hate airplanes.,Doctors and toddlers both hate airplanes.,Doctors and toddlers both hate airplanes.
21,Keyboard,19,"swings.png,crying.png,raincloud.png",The boy burst out crying when the storm started because he had to leave the park.,The boy burst out crying when the storm started because he had to leave the park.,The boy burst out crying when the storm started because he had to leave the park.,The boy burst out crying when the storm started because he had to leave the park.
21,Keyboard,20,"teddybear.png,money.png,Friends.png",Three friends made lots if money stealing kids toys and selling them on the grey market.,Three friends made lots if money stealing kids toys and selling them on the grey market.,Three friends made lots if money stealing kids toys and selling them on the grey market.,Three friends made lots of money stealing kids toys and selling them on the grey market.
21,Speech,1,"soccer.png,youngman.png,heart.png",The boy loved Soccer.,The boy loved Soccer.,The boy loved soccer.,The boy loved soccer.
21,Speech,2,"doctor.png,plane.png,boy.png",The doctor didn't understand why this toddler was allowed on the plane if all he did was cry.,The doctor didn't understand why this toddler was allowed on the plane if all he did was cry.,The doctor didn't understand why this toddler was allowed on the plane if all he did was cry.,The doctor didn't understand why this toddler was allowed on the plane if all he did was cry.
21,Speech,3,"teddybear.png,money.png,Friends.png",The three friends made lots of money sewing together toy animals for children.,The three friends made lots of money sewing together toy animals for children.,The three friends made lots of money sewing together toy animals for children.,The three friends made lots of money sewing together toy animals for children.
21,Speech,4,"brocoli.png,hotdog.png,woman.png",The hotdog wreaked of broccoli so the woman didn't eat it.,"The hotdog wreaked of broccoli, so the woman didn't eat it.",The hotdog reeked of broccoli so the woman didn't eat it.,"The hotdog reeked of broccoli, so the woman didn't eat it."
21,Speech,5,"baby.png,iPhone4.png,man.png",The baby was using a phone better than the old man could.,The baby was using a phone better than the old man could.,The baby was using a phone better than the old man could.,The baby was using a phone better than the old man could.
21,Speech,6,"bicycle.png,youngman.png,santa.png",Santa thought it would be a great idea to buy a bike for Lenny.,Santa thought it would be a great idea to buy a bike for Lenny.,Santa thought it would be a great idea to buy a bike for Lenny.,Santa thought it would be a great idea to buy a bike for Lenny.
21,Speech,7,"woman.png,momandbaby.png,plane.png",The flight attendant graciously greeted the mother and her baby both wearing matching hats.,The flight attendant graciously greeted the mother and her baby both wearing matching hats.,"The flight attendant graciously greeted the mother and her baby, both wearing matching hats.",The flight attendant graciously greeted the mother and her baby both wearing matching hats.
21,Speech,8,"crying.png,youngman.png,santa.png",Santa used to be a boy who cried a lot and also went through a very awkward teenage phase.,Santa used to be a boy who cried a lot and also went through a very awkward teenage phase.,Santa used to be a boy who cried a lot and also went through a very awkward teenage phase.,Santa used to be a boy who cried a lot and also went through a very awkward teenage phase.
21,Speech,9,"boy.png,boat.png,cat.png",The cat completely destroyed the toddler's sailboat toy.,The cat completely destroyed the toddler's sailboat toy.,The cat completely destroyed the toddler's sailboat toy.,The cat completely destroyed the toddler's sailboat toy.
21,Speech,10,"crying.png,pup.png,confused.png",The dog always jumped on the boy and his mother never understood why.,The dog always jumped on the boy and his mother never understood why.,The dog always jumped on the boy and his mother never understood why.,The dog always jumped on the boy and his mother never understood why.
21,Speech,11,"sun.png,house.png,baby.png",Whenever the sun and the baby were happy the home was not.,Whenever the sun and the baby were happy the home was not.,Whenever the sun and the baby were happy the home was not.,Whenever the sun and the baby were happy the home was not.
21,Speech,12,"apple.png,doctor.png,house.png",The doctor always had a fresh store of apples in his purple house.,The doctor always had a fresh store of apples in his purple house.,The doctor always had a fresh store of apples in his purple house.,The doctor always had a fresh store of apples in his purple house.
21,Speech,13,"house.png,Friends.png,mug.png",The three friends turns to drinking when they couldn't find a fall sublet.,The three friends turn to drinking when they couldn't find a fall sublet.,The three friends turn to drinking when they couldn't find a fall sublet.,The three friends turn to drinking when they couldn't find a fall sublet.
21,Speech,14,"cooking.png,house.png,soccer.png",The typical soccer mom lives in a nice Suburban house and Cooks food.,The typical soccer mom lives in a nice Suburban house and Cooks food.,The typical soccer mom lives in a nice suburban house and cooks food.,The typical soccer mom lives in a nice suburban house and cooks food.
21,Speech,15,"swings.png,crying.png,raincloud.png",The rain poured down on the little boy as he cried on the swing set.,The rain poured down on the little boy as he cried on the swing set.,The rain poured down on the little boy as he cried on the swing set.,The rain poured down on the little boy as he cried on the swing set.
21,Speech,16,"swings.png,money.png,momandbaby.png",Having kids costs a lot of money.,Having kids costs a lot of money.,Having kids costs a lot of money.,Having kids costs a lot of money.
21,Speech,17,"turtle.png,cooking-pan.png,youngman.png",The turtle was like the rat from Ratatouille and hid under the chefs hair.,The turtle was like the rat from Ratatouille and hid under the chef’s hair.,The turtle was like the rat from Ratatouille and hid under the chef’s hair.,The turtle was like the rat from Ratatouille and hid under the chef’s hair.
21,Speech,18,"flower.png,bench.png,man.png","The flowers growing around the bench this year we're beautiful, and the man admired them.","The flowers growing around the bench this year we're beautiful, and the man admired them.","The flowers growing around the bench this year were beautiful, and the man admired them.","The flowers growing around the bench this year were beautiful, and the man admired them."
21,Speech,19,"boy.png,Friends.png,present.png",This year the toddler bought a gift for his older siblings.,This year the toddler bought a gift for his older siblings.,This year the toddler bought a gift for his older siblings.,This year the toddler bought a gift for his older siblings.
21,Speech,20,"grandma.png,heart.png,teddybear.png",The teddy bear toy Grandma used to love came alive and attacked her.,The teddy bear toy Grandma used to love came alive and attacked her.,The teddy bear toy Grandma used to love came alive and attacked her.,The teddy bear toy Grandma used to love came alive and attacked her.
22,Speech,1,"cooking.png,house.png,soccer.png",The girl is cooking in her house while playing soccer,The girl is cooking in her house while playing soccer,The girl is cooking in her house while playing soccer,The girl is cooking in her house while playing soccer
22,Speech,2,"crying.png,youngman.png,santa.png",The boy is sad because his mom told them Santa Claus is not real,The boy is sad because his mom told them Santa Claus is not real,The boy is sad because his mom told them Santa Claus is not real,The boy is sad because his mom told them Santa Claus is not real
22,Speech,3,"woman.png,momandbaby.png,plane.png",The mom is taking her child on a plane,The mom is taking her child on a plane,The mom is taking her child on a plane,The mom is taking her child on a plane
22,Speech,4,"swings.png,money.png,momandbaby.png",The mom is spending money on a swing set for her child,The mom is spending money on a swing set for her child,The mom is spending money on a swing set for her child,The mom is spending money on a swing set for her child
22,Speech,5,"baby.png,iPhone4.png,man.png",The child is happy because a guy lent him his phone,The child is happy because a guy lent him his phone,The child is happy because a guy lent him his phone,The child is happy because a guy lent him his phone
22,Speech,6,"sun.png,house.png,baby.png",It is sunny so the child is dancing in his house,It is sunny so the child is dancing in his house,It is sunny so the child is dancing in his house,It is sunny so the child is dancing in his house
22,Speech,7,"teddybear.png,money.png,Friends.png",Together we made money to save up to buy a bear,Together we made money to save up to buy a bear,Together we made money to save up to buy a bear,Together we made money to save up to buy a bear
22,Speech,8,"soccer.png,youngman.png,heart.png",This guy loves to play soccer,This guy loves to play soccer,This guy loves to play soccer,This guy loves to play soccer
22,Speech,9,"house.png,Friends.png,mug.png",My friends and I like drinking coffee in my house,My friends and I like drinking coffee in my house,My friends and I like drinking coffee in my house,My friends and I like drinking coffee in my house
22,Speech,10,"crying.png,pup.png,confused.png",Boy is sad because he wants a dog and his mom doesn't know if she should let him have one,Boy is sad because he wants a dog and his mom doesn't know if she should let him have one,Boy is sad because he wants a dog and his mom doesn't know if she should let him have one,The boy is sad because he wants a dog and his mom doesn't know if she should let him have one
22,Speech,11,"grandma.png,heart.png,teddybear.png",This Grandma loves her teddy bear,This Grandma loves her teddy bear,This grandma loves her teddy bear,This Grandma loves her teddy bear
22,Speech,12,"boy.png,boat.png,cat.png",The boy on the boat has a cat,The boy on the boat has a cat,The boy on the boat has a cat,The boy on the boat has a cat
22,Speech,13,"apple.png,doctor.png,house.png",Doctors recommend you should always have apples in your house,Doctors recommend you should always have apples in your house,Doctors recommend you should always have apples in your house,Doctors recommend you should always have apples in your house
22,Speech,14,"flower.png,bench.png,man.png",This guy like sitting on a bench watching flowers,This guy like sitting on a bench watching flowers,This guy likes sitting on a bench watching flowers,This guy like sitting on a bench watching flowers
22,Speech,15,"boy.png,Friends.png,present.png",A group of friends work together to get this kid a gift,A group of friends work together to get this kid a gift,A group of friends work together to get this kid a gift,A group of friends work together to get this kid a gift
22,Speech,16,"bicycle.png,youngman.png,santa.png",Santa Claus got me a bike but it was really from my mom,"Santa Claus got me a bike, but it was really from my mom",Santa Claus got me a bike but it was really from my mom,"Santa Claus got me a bike, but it was really from my mom"
22,Speech,17,"swings.png,crying.png,raincloud.png",The boy is sas because it is raining and he can't play on the swing,"The boy is sad because it is raining, and he can't play on the swing",The boy is sad because it is raining and he can't play on the swing,"The boy is sad because it is raining, and he can't play on the swing"
22,Speech,18,"doctor.png,plane.png,boy.png",A doctor helped a little boy on a plane,A doctor helped a little boy on a plane,A doctor helped a little boy on a plane,A doctor helped a little boy on a plane
22,Speech,19,"turtle.png,cooking-pan.png,youngman.png",This woman cooked a turtle,This woman cooked a turtle,This woman cooked a turtle,This woman cooked a turtle
22,Speech,20,"brocoli.png,hotdog.png,woman.png",This woman is trying to eat healthy but she likes hot dogs too much,"This woman is trying to eat healthy, but she likes hot dogs too much",This woman is trying to eat healthy but she likes hot dogs too much,"This woman is trying to eat healthy, but she likes hot dogs too much"
22,Keyboard,1,"flower.png,bench.png,man.png","After a long day of planting flowers, this guy loves sitting in the park.","After a long day of planting flowers, this guy loves sitting in the park.","After a long day of planting flowers, this guy loves sitting in the park.","After a long day of planting flowers, this guy loves sitting in the park."
