participantNo,inputType,trialNo,inputTime,prepTime,msg,correctMsg,msgLen,wpm,incorrect_fixed,fixes,triad,taskType,setNum,totalTime,entryTime,corrTime,acCount,gMsg,uncorrected_error_rate,corrected_error_rate,bandwidth
15,Keyboard,7,34789,11179,A group of people saved up money to buy a teddy bear for a common friend.,A group of people saved up money to buy a teddy bear for a common friend.,73,24.83543649,14,5,"teddybear.png,money.png,Friends.png",Composition,A,48341,37162,3986,3,A group of people saved up money to buy a teddy bear for a common friend.,0,0.179487179,0.793478261
15,Keyboard,8,6776,2490,The lady loved soccer.,The lady loved soccer.,22,37.19008264,6,1,"soccer.png,youngman.png,heart.png",Composition,A,10118,7629,354,1,The lady loved soccer.,0,0.260869565,0.75862069
15,Keyboard,9,27806,31329,The turtle saw the man frying his food on a pan.,The turtle saw the man frying his food on a pan.,48,20.28339207,13,8,"turtle.png,cooking-pan.png,youngman.png",Composition,A,59837,28509,4121,1,The turtle saw the man frying his food on a pan.,0,0.232142857,0.695652174
15,Keyboard,10,12647,16218,The boy saw a cat jump off the boat.,The boy saw a cat jump off the boat.,36,33.20945679,13,5,"boy.png,boat.png,cat.png",Composition,A,29490,13272,3072,3,The boy saw a cat jump off the boat.,0,0.317073171,0.666666667
15,Keyboard,11,72962,7733,The man was happy to hear his baby over the phone.,The man was happy to hear his baby over the phone.,50,8.058989611,82,49,"baby.png,iPhone4.png,man.png",Composition,A,82011,74278,32566,6,The man was happy to hear his baby over the phone.,0,0.828282828,0.276243094
15,Keyboard,12,34714,6990,The lady preferred to eat a healthy broccoli piece over an unhealthy hot dog.,The lady preferred to eat a healthy broccoli piece over an unhealthy hot dog.,77,26.27182117,19,13,"brocoli.png,hotdog.png,woman.png",Composition,A,42273,35283,8075,4,The lady preferred to eat a healthy broccoli piece over an unhealthy hot dog.,0,0.211111111,0.706422018
15,Keyboard,13,111997,7752,A lady and a mother carrying her child boarded the airplane.,A lady and a mother carrying her child boarded the airplane.,60,6.3215979,71,62,"woman.png,momandbaby.png,plane.png",Composition,A,120190,112438,51916,2,A lady and a mother carrying her child boarded the airplane.,0,0.581967213,0.310880829
15,Keyboard,14,133570,13682,The lady who loved to cook decided to leave her house and play soccer.,The lady who loved to cook decided to leave her house and play soccer.,70,6.198996781,159,100,"cooking.png,house.png,soccer.png",Composition,A,148464,134782,63439,19,The lady who loved to cook decided to leave her house and play soccer.,0,0.935294118,0.212765957
15,Keyboard,15,23701,2650,The man asked Santa Claus to gift him a new bike for Christmas.,The man asked Santa Claus to gift him a new bike for Christmas.,63,31.39108055,8,3,"bicycle.png,youngman.png,santa.png",Composition,A,31502,28852,1705,2,The man asked Santa Claus to gift him a new bike for Christmas.,0,0.121212121,0.851351351
15,Keyboard,16,42630,7160,The man sat on the bench and watched the flowers sway.,The man sat on the bench and watched the flowers sway.,54,14.91907108,13,5,"flower.png,bench.png,man.png",Composition,A,53379,46219,15073,2,The man sat on the bench and watched the flowers sway.,0,0.220338983,0.75
15,Keyboard,17,51407,9649,The mother refused to pay money for her child to play on the swings in the park.,The mother refused to pay money for her child to play on the swings in the park.,80,18.44106834,32,19,"swings.png,money.png,momandbaby.png",Composition,A,74221,64572,8174,3,The mother refused to pay money for her child to play on the swings in the park.,0,0.323232323,0.610687023
15,Keyboard,18,10229,2474,The old woman loved teddy bears.,The old woman loved teddy bears.,32,36.36719132,15,3,"grandma.png,heart.png,teddybear.png",Composition,A,13260,10787,27,3,The old woman loved teddy bears.,0,0.428571429,0.64
15,Keyboard,19,17355,2919,The group of people gifted the boy a present.,The group of people gifted the boy a present.,45,30.42350908,3,3,"boy.png,Friends.png,present.png",Composition,A,22123,19204,2469,2,The group of people gifted the boy a present.,0,0.0625,0.882352941
15,Keyboard,20,33795,6915,The girl wondered why the boy was crying while the dog tried to cheer him up.,The girl wondered why the boy was crying while the dog tried to cheer him up.,77,26.98624057,24,15,"crying.png,pup.png,confused.png",Composition,A,43332,36417,7843,4,The girl wondered why the boy was crying while the dog tried to cheer him up.,0,0.260869565,0.663793103
15,Speech,1,3170,27131,The doctor was talking to the boy on an airplane,The doctor was talking to the boy on an airplane,48,177.9179811,0,0,"doctor.png,plane.png,boy.png",Composition,B,30611,3480,0,0,The doctor was talking to the boy on an airplane,0,0,1
15,Speech,2,5041,65615,It was sunny outside so the baby wanted to go out of the house and play,It was sunny outside so the baby wanted to go out of the house and play,71,166.6336044,0,0,"sun.png,house.png,baby.png",Composition,B,79023,13408,0,0,It was sunny outside so the baby wanted to go out of the house and play,0,0,1
15,Speech,3,2551,18507,The man chased a turtle with a pan,The man chased a turtle with a pan,34,155.2332419,0,0,"turtle.png,cooking-pan.png,youngman.png",Composition,B,24315,5809,0,0,The man chased a turtle with a pan,0,0,1
15,Speech,4,27563,28099,The mother noticed that there was some money on the ground near the swings,The mother noticed that there was some money on the ground near the swings,74,31.78173639,24,7,"swings.png,money.png,momandbaby.png",Composition,B,56114,28015,2445,0,The mother noticed that there was some money on the ground near the swings,0,0.296296296,0.704761905
15,Speech,5,3677,16737,The man played on his cell phone while the baby watched,The man played on his cell phone while the baby watched,55,176.2306228,0,0,"baby.png,iPhone4.png,man.png",Composition,B,22276,5540,0,0,The man played on his cell phone while the baby watched,0,0,1
15,Speech,6,7197,15097,The man loves soccer.,The man loves soccer.,21,33.34722801,15,10,"soccer.png,youngman.png,heart.png",Composition,B,22854,7757,2884,0,The man loves soccer.,0,0.483870968,0.456521739
15,Speech,7,13909,4409,The lady found a piece of broccoli in her hot dog,The lady found a piece of broccoli in her hot dog,49,41.41203537,0,0,"brocoli.png,hotdog.png,woman.png",Composition,B,20024,15615,0,0,The lady found a piece of broccoli in her hot dog,0,0,1
15,Speech,8,4236,11684,The boy noticed a cat jumping out of a sailboat,The boy noticed a cat jumping out of a sailboat,47,130.3116147,0,0,"boy.png,boat.png,cat.png",Composition,B,17720,6036,0,0,The boy noticed a cat jumping out of a sailboat,0,0,1
15,Speech,9,5005,45608,The dog and the lady were confused as to why the boy was crying,The dog and the lady were confused as to why the boy was crying,63,148.6513487,0,0,"crying.png,pup.png,confused.png",Composition,B,53205,7597,0,0,The dog and the lady were confused as to why the boy was crying,0,0,1
15,Speech,10,3024,14792,The man found some flowers by the bench,The man found some flowers by the bench,39,150.7936508,0,0,"flower.png,bench.png,man.png",Composition,B,18858,4067,0,0,The man found some flowers by the bench,0,0,1
15,Speech,11,11873,14456,Santa Claus gifted the man a bike,Santa Claus gifted the man a bike,33,32.34228923,23,11,"bicycle.png,youngman.png,santa.png",Composition,B,27841,13385,6790,0,Santa Claus gifted the man a bike,0,0.522727273,0.492537313
15,Speech,12,3987,17770,A group of people spend their money on buying a teddy bear,A group of people spend their money on buying a teddy bear,58,171.5575621,7,1,"teddybear.png,money.png,Friends.png",Composition,B,23799,6029,2,0,A group of people spend their money on buying a teddy bear,0,0.118644068,0.878787879
15,Speech,13,12753,9784,The doctor grew apples near his house,The doctor grew apples near his house,37,33.8743825,6,6,"apple.png,doctor.png,house.png",Composition,B,23799,14015,6668,0,The doctor grew apples near his house,0,0.139534884,0.755102041
15,Speech,14,2946,23720,A group of people drink coffee inside the house,A group of people drink coffee inside the house,47,187.3727088,0,0,"house.png,Friends.png,mug.png",Composition,B,27184,3465,0,0,A group of people drink coffee inside the house,0,0,1
15,Speech,15,3929,20842,The boy was sad that those swings were wet because of the rain,The boy was sad that those swings were wet because of the rain,62,186.3069483,0,0,"swings.png,crying.png,raincloud.png",Composition,B,27544,6702,0,0,The boy was sad that those swings were wet because of the rain,0,0,1
15,Speech,16,2437,9683,The old woman love teddy bears,The old woman loves teddy bears,30,142.7985228,0,0,"grandma.png,heart.png,teddybear.png",Composition,B,15083,5400,0,0,The old woman loves teddy bears,0.032258065,0,0.967741935
15,Speech,17,4124,30965,The man took the crying boy to Santa Claus to cheer him up,The man took the crying boy to Santa Claus to cheer him up,58,165.8583899,0,0,"crying.png,youngman.png,santa.png",Composition,B,38806,7841,0,0,The man took the crying boy to Santa Claus to cheer him up,0,0,1
15,Speech,18,3735,12947,A group of people bought a boy a present,A group of people bought a boy a present,40,125.3012048,0,0,"boy.png,Friends.png,present.png",Composition,B,18473,5527,0,0,A group of people bought a boy a present,0,0,1
15,Speech,19,15150,9537,The flight attendant welcome the lady and her daughter into the airplane,The flight attendant welcomes the lady and her daughter into the airplane,72,56.23762376,23,21,"woman.png,momandbaby.png,plane.png",Composition,B,26881,17344,5306,0,The flight attendant welcomes the lady and her daughter into the airplane,0.010638298,0.244680851,0.615384615
15,Speech,20,9983,15222,The lady who like to cook in her house also like playing soccer,The lady who likes to cook in her house also likes playing soccer,63,74.52669538,0,0,"cooking.png,house.png,soccer.png",Composition,B,26188,10966,0,0,The lady who like to cook in her house also like playing soccer,0.015384615,0,0.984615385
16,Speech,1,16295,20234,The boy's turtle likes to sit in the pan,The boy's turtle likes to sit in the pan,40,28.7204664,9,9,"turtle.png,cooking-pan.png,youngman.png",Composition,B,37487,17253,8044,0,The boy's turtle likes to sit in the pan,0,0.183673469,0.689655172
16,Speech,2,1919,11669,The man loves to watch football,The man loves to watch football,31,187.5977071,0,0,"soccer.png,youngman.png,heart.png",Composition,B,16572,4903,0,0,The man loves to watch football,0,0,1
16,Speech,3,10486,28687,The girl hosted a football game at her house,The girl hosted a football game at her house,44,49.20846843,8,8,"cooking.png,house.png,soccer.png",Composition,B,40161,11474,6522,0,The girl hosted a football game at her house,0,0.153846154,0.733333333
16,Speech,4,2712,20526,The boy cried when his mother got him a puppy,The boy cried when his mother got him a puppy,45,194.6902655,0,0,"crying.png,pup.png,confused.png",Composition,B,25201,4676,0,0,The boy cried when his mother got him a puppy,0,0,1
16,Speech,5,3569,27516,The boy loves to play with toy boats and his cat,The boy loves to play with toy boats and his cat,48,158.0274587,0,0,"boy.png,boat.png,cat.png",Composition,B,34825,7309,0,0,The boy loves to play with toy boats and his cat,0,0,1
16,Speech,6,4029,21539,Santa Claus waved at the man while he rode his bicycle,Santa Claus waved at the man while he rode his bicycle,54,157.8555473,0,0,"bicycle.png,youngman.png,santa.png",Composition,B,29317,7778,0,0,Santa Claus waved at the man while he rode his bicycle,0,0,1
16,Speech,7,10814,24874,The mom paid some money to have a swing installed outside her house,The mom paid some money to have a swing installed outside her house,67,73.23839467,4,4,"swings.png,money.png,momandbaby.png",Composition,B,36394,11520,5510,0,The mom paid some money to have a swing installed outside her house,0,0.056338028,0.893333333
16,Speech,8,3161,18681,The man's son was afraid of Santa Claus,The man's son was afraid of Santa Claus,39,144.2581462,0,0,"crying.png,youngman.png,santa.png",Composition,B,23526,4845,0,0,The man's son was afraid of Santa Claus,0,0,1
16,Speech,9,2538,20579,The boy got a gift from his siblings,The boy got a gift from his siblings,36,165.4846336,0,0,"boy.png,Friends.png,present.png",Composition,B,25210,4631,0,0,The boy got a gift from his siblings,0,0,1
16,Speech,10,2421,40394,The friends broke a mug at the hotel,The friends broke a mug at the hotel,36,173.4820322,0,0,"house.png,Friends.png,mug.png",Composition,B,46588,6194,0,0,The friends broke a mug at the hotel,0,0,1
16,Speech,11,2279,22700,The friends got a teddy bear with some money,The friends got a teddy bear with some money,44,226.4150943,0,0,"teddybear.png,money.png,Friends.png",Composition,B,27443,4743,0,0,The friends got a teddy bear with some money,0,0,1
16,Speech,12,21465,15783,The boy cried when he couldn't ride the swing because of the rain,The boy cried when he couldn't ride the swing because of the rain,65,35.7791754,27,14,"swings.png,crying.png,raincloud.png",Composition,B,38267,22484,13997,0,The boy cried when he couldn't ride the swing because of the rain,0,0.341772152,0.613207547
16,Speech,13,1977,8456,The grandma loves teddy bears,The grandma loves teddy bears,29,169.9544765,0,0,"grandma.png,heart.png,teddybear.png",Composition,B,12096,3640,0,0,The grandma loves teddy bears,0,0,1
16,Speech,14,2675,14056,The man got his baby a new smartphone,The man got his baby a new smartphone,37,161.4953271,0,0,"baby.png,iPhone4.png,man.png",Composition,B,18541,4485,0,0,The man got his baby a new smartphone,0,0,1
16,Speech,15,2705,17492,The boy took a flight to see the doctor,The boy took a flight to see the doctor,39,168.5767098,0,0,"doctor.png,plane.png,boy.png",Composition,B,22208,4716,0,0,The boy took a flight to see the doctor,0,0,1
16,Speech,16,3031,15256,The mom took a flight with her baby to see her friend,The mom took a flight with her baby to see her friend,53,205.8726493,0,0,"woman.png,momandbaby.png,plane.png",Composition,B,20319,5064,0,0,The mom took a flight with her baby to see her friend,0,0,1
16,Speech,17,9507,6885,The man admired the flowers while sitting on the bench,The man admired the flowers while sitting on the bench,54,66.8980751,6,6,"flower.png,bench.png,man.png",Composition,B,18539,11654,6300,0,The man admired the flowers while sitting on the bench,0,0.1,0.818181818
16,Speech,18,3104,16997,The baby enjoys sunny days outside his house,The baby enjoys sunny days outside his house,44,166.2371134,11,1,"sun.png,house.png,baby.png",Composition,B,24255,7258,56,0,The baby enjoys sunny days outside his house,0,0.244444444,0.785714286
16,Speech,19,2954,11546,The woman thinks broccoli is better than hot dogs,The woman thinks broccoli is better than hot dogs,49,194.9898443,0,0,"brocoli.png,hotdog.png,woman.png",Composition,B,18266,6720,0,0,The woman thinks broccoli is better than hot dogs,0,0,1
16,Speech,20,2591,32601,The doctor always brings apples to his house,The doctor always brings apples to his house,44,199.150907,0,0,"apple.png,doctor.png,house.png",Composition,B,37971,5370,0,0,The doctor always brings apples to his house,0,0,1
16,Keyboard,1,16670,12764,The boy cried when the swing got wet because of the rain,The boy cried when the swing got wet because of the rain,56,39.59208158,2,2,"swings.png,crying.png,raincloud.png",Composition,A,31712,18949,821,0,The boy cried when the swing got wet because of the rain,0,0.034482759,0.933333333
16,Keyboard,2,20114,9271,Mom called Santa Claus to make the crying boy happy,Mom called Santa Claus to make the crying boy happy,51,29.82996918,1,1,"crying.png,youngman.png,santa.png",Composition,A,29907,20636,506,0,Mom called Santa Claus to make the crying boy happy,0,0.019230769,0.962264151
16,Keyboard,3,30879,2222,The man looked at the flowers while sitting on the bench in the park,The man looked at the flowers while sitting on the bench in the park,68,26.0371126,5,5,"flower.png,bench.png,man.png",Composition,A,34346,32125,3163,0,The man looked at the flowers while sitting on the bench in the park,0,0.068493151,0.871794872
16,Keyboard,4,13113,6696,The woman loves to watch football,The woman loves to watch football,33,29.28391672,4,4,"soccer.png,youngman.png,heart.png",Composition,A,21904,15208,1410,1,The woman loves to watch football,0,0.108108108,0.804878049
16,Keyboard,5,24853,3185,The woman rode her bicycle to visit Santa Claus,The woman rode her bicycle to visit Santa Claus,47,22.21059832,0,0,"bicycle.png,youngman.png,santa.png",Composition,A,28703,25518,0,0,The woman rode her bicycle to visit Santa Claus,0,0,1
16,Keyboard,6,12170,8536,The woman cooked a meal for the pet turtle,The woman cooked a meal for the pet turtle,42,40.4272802,3,3,"turtle.png,cooking-pan.png,youngman.png",Composition,A,21219,12683,849,0,The woman cooked a meal for the pet turtle,0,0.066666667,0.875
16,Keyboard,7,33216,9210,The baby wanted to get a swing while the mother wanted to get money from the bank,The baby wanted to get a swing while the mother wanted to get money from the bank,81,28.9017341,7,7,"swings.png,money.png,momandbaby.png",Composition,A,42866,33656,2780,0,The baby wanted to get a swing while the mother wanted to get money from the bank,0,0.079545455,0.852631579
16,Keyboard,8,27416,3820,The mom cooked a meal for his son's friends while they played football,The mom cooked a meal for her son's friends while they played football,70,30.20134228,9,5,"cooking.png,house.png,soccer.png",Composition,A,31638,27818,2928,1,The mom cooked a meal for his son's friends while they played football,0.013333333,0.12,0.821428571
16,Keyboard,9,34569,5601,Dad's phone's ringtone makes the baby happy,Dad's phone's ringtone makes the baby happy,43,14.57953658,24,14,"baby.png,iPhone4.png,man.png",Composition,A,41183,35583,15211,2,Dad's phone's ringtone makes the baby happy,0,0.421052632,0.530864198
16,Keyboard,10,12703,3341,The boy and his cat sailed on the boat,The boy and his cat sailed on the boat,38,34.95237346,0,0,"boy.png,boat.png,cat.png",Composition,A,16563,13222,0,1,The boy and his cat sailed on the boat,0,0,1
16,Keyboard,11,14327,8573,The neighbours had a tea party at the house,The neighbours had a tea party at the house,43,35.17833461,9,2,"house.png,Friends.png,mug.png",Composition,A,23977,15404,919,1,The neighbours had a tea party at the house,0,0.2,0.796296296
16,Keyboard,12,51852,2911,The mom was confused why her son was crying whenever the dog got closer,The mom was confused why her son was crying whenever the dog got closer,71,16.19995371,18,18,"crying.png,pup.png,confused.png",Composition,A,55410,52499,11914,0,The mom was confused why her son was crying whenever the dog got closer,0,0.202247191,0.663551402
16,Keyboard,13,18149,3737,The old with man loves the teddy bear she got as a gift,The old with man loves the teddy bear she got as a gift,55,35.70444653,8,8,"grandma.png,heart.png,teddybear.png",Composition,A,25066,21330,2674,2,The old with man loves the teddy bear she got as a gift,0,0.126984127,0.774647887
16,Keyboard,14,15499,4533,The friends gave the boy a present,The friends gave the boy a present,34,25.55003549,6,6,"boy.png,Friends.png,present.png",Composition,A,22182,17649,4134,0,The friends gave the boy a present,0,0.15,0.739130435
16,Keyboard,15,21303,7059,The woman always preferred to eat broccoli over a hot dog,The woman always preferred to eat broccoli over a hot dog,57,31.54485284,1,1,"brocoli.png,hotdog.png,woman.png",Composition,A,31574,24515,541,1,The woman always preferred to eat broccoli over a hot dog,0,0.017241379,0.966101695
16,Keyboard,16,21546,3452,Sunny weather makes the baby happy,Sunny weather makes the baby happy,34,18.37928154,2,2,"sun.png,house.png,baby.png",Composition,A,26905,23454,1398,0,Sunny weather makes the baby happy,0,0.055555556,0.894736842
16,Keyboard,17,18994,10062,Apples are a staple at the doctor's house,Apples are a staple at the doctor's house,41,25.27113825,23,12,"apple.png,doctor.png,house.png",Composition,A,31426,21364,3174,4,Apples are a staple at the doctor's house,0,0.433962264,0.539473684
16,Keyboard,18,14457,3912,The doctor took a flight to visit his son,The doctor took a flight to visit his son,41,33.20190911,8,5,"doctor.png,plane.png,boy.png",Composition,A,19267,15355,3439,1,The doctor took a flight to visit his son,0,0.173913043,0.759259259
16,Keyboard,19,20429,14617,The family said goodbye to the friend before they took a flight,The family said goodbye to the friend before they took a flight,63,36.41881639,4,1,"woman.png,momandbaby.png,plane.png",Composition,A,35589,20972,944,2,The family said goodbye to the friend before they took a flight,0,0.0625,0.926470588
16,Keyboard,20,16984,4113,The friends chipped in money to get a teddy bear,The friends chipped in money to get a teddy bear,48,33.20772492,2,2,"teddybear.png,money.png,Friends.png",Composition,A,24322,20209,1467,1,The friends chipped in money to get a teddy bear,0,0.04,0.923076923
17,Keyboard,1,82038,11802,I would often cry at the thought of not being able to meet Santa Claus on Christmas Eve when I was a child. ,I would often cry at the thought of not being able to meet Santa Claus on Christmas Eve when I was a child. ,108,15.65128355,52,47,"crying.png,youngman.png,santa.png",Composition,B,107841,96039,29034,1,I would often cry at the thought of not being able to meet Santa Claus on Christmas Eve when I was a child. ,0,0.337662338,0.519417476
17,Keyboard,2,61943,1611,"Even though I'm not a child anymore, I wouldn't mind receiving a bike for Christmas this year. ","Even though I'm not a child anymore, I wouldn't mind receiving a bike for Christmas this year. ",95,18.21029011,68,51,"bicycle.png,youngman.png,santa.png",Composition,B,69050,67439,18487,9,"Even though I'm not a child anymore, I wouldn't mind receiving a bike for Christmas this year. ",0,0.468965517,0.441314554
17,Keyboard,3,44573,3703,The boy is crying because he can't play on the swings due to the thunderstorm,The boy is crying because he can't play on the swings due to the thunderstorm,77,20.46081709,70,29,"swings.png,crying.png,raincloud.png",Composition,B,49599,45896,9819,7,The boy is crying because he can't play on the swings due to the thunderstorm,0,0.660377358,0.4375
17,Keyboard,4,17759,3543,The man likes to sit on the bench and gaze at sunflowers in the park.,The man likes to sit on the bench and gaze at sunflowers in the park.,69,45.94853314,6,6,"flower.png,bench.png,man.png",Composition,B,25857,22314,3057,1,The man likes to sit on the bench and gaze at sunflowers in the park.,0,0.08,0.851851852
17,Keyboard,5,57492,7931,The kid would like to take his cat on the boat but he is afraid she might fall sick. ,The kid would like to take his cat on the boat but he is afraid she might fall sick. ,85,17.53287414,91,80,"boy.png,boat.png,cat.png",Composition,B,65852,57921,15044,5,"The kid would like to take his cat on the boat, but he is afraid she might fall sick. ",0.003030303,0.5531966,0.328768382
17,Keyboard,6,85043,2454,The air hostess advised the lady to look after her child when she heard there might be turbulence on the flight.,The air hostess advised the lady to look after her child when she heard there might be turbulence on the flight.,112,15.66266477,74,43,"woman.png,momandbaby.png,plane.png",Composition,B,88357,85904,45333,7,The air hostess advised the lady to look after her child when she heard there might be turbulence on the flight.,0,0.477419355,0.489082969
17,Keyboard,7,26421,4218,My friends pooled in their pocket money to gift me a teddy bear ,My friends pooled their pocket money to gift me a teddy bear ,64,28.61360282,77,23,"teddybear.png,money.png,Friends.png",Composition,B,32136,27918,6493,12,My friends pooled in their pocket money to gift me a teddy bear ,0.018072289,0.91152984,0.371376534
17,Keyboard,8,43500,6494,My doctor joked about growing green apples at his house for his experiments when I met him last week. ,My doctor joked about growing green apples at his house for his experiments when I met him last week. ,102,27.86206897,21,21,"apple.png,doctor.png,house.png",Composition,B,53847,47353,15968,0,My doctor joked about growing green apples at his house for his experiments when I met him last week. ,0,0.172131148,0.706293706
17,Keyboard,9,61522,7266,I was surprised when the air hostess at Wendy's asked me to pick between hot dog and broccoli for lunch. ,I was surprised when the air hostess at Wendy's asked me to pick between hot dogs and broccoli for lunch. ,105,20.28542635,90,44,"brocoli.png,hotdog.png,woman.png",Composition,B,70137,62871,25281,13,I was surprised when the air hostess at Wendy's asked me to pick between hot dog and broccoli for lunch. ,0.003355705,0.606067477,0.436060617
17,Keyboard,10,49365,2747,My love for soccer has no bounds. ,My love for soccer has no bounds. ,34,8.021877849,125,47,"soccer.png,youngman.png,heart.png",Composition,B,54947,52200,18816,7,My love for soccer has no bounds. ,0,1.5625,0.16097561
17,Keyboard,11,35525,4012,I don't like leaving the kid alone in the house especially when it's sunny outside. ,I don't like leaving the kid alone in the house especially when it's sunny outside. ,84,28.03659395,51,43,"sun.png,house.png,baby.png",Composition,B,41199,37187,10067,6,I don't like leaving the kid alone in the house especially when it's sunny outside. ,0,0.404761905,0.468926554
17,Keyboard,12,16485,2600,I invited my friends from school for coffee at our house,I invited my friends from school for coffee at our house,56,40.03639672,11,2,"house.png,Friends.png,mug.png",Composition,B,35716,33116,1826,2,I invited my friends from school for coffee at our house,0,0.189655172,0.811594203
17,Keyboard,13,50867,10223,"Guys, let's buy something cute for the kid who lives in the shelter home down the street; it's his birthday next week.","Guys, let's buy something cute for the kid who lives in the shelter home down the street; it's his birthday next week.",118,27.60139187,38,29,"boy.png,Friends.png,present.png",Composition,B,61981,51758,12127,6,"Guys, let's buy something cute for the kid who lives in the shelter home down the street; it's his birthday next week.",0,0.258503401,0.637837838
17,Keyboard,14,32893,3636,The lady would like to install a swing in her front yard but she doesn't have the money for it right now. ,The lady would like to install a swing in her front yard but she doesn't have the money for it right now. ,106,38.30602256,5,5,"swings.png,money.png,momandbaby.png",Composition,B,37578,33942,1464,1,"The lady would like to install a swing in her front yard, but she doesn't have the money for it right now. ",0.004504505,0.045249795,0.909107946
17,Keyboard,15,76297,5897,I thought you liked my dog! Why are you crying? ,I thought you liked my dog! Why are you crying? ,48,7.39216483,111,34,"crying.png,pup.png,confused.png",Composition,B,83719,77822,25672,8,I thought you liked my dog! Why are you crying? ,0,1.37037037,0.244791667
17,Keyboard,16,61662,3611,"I will just stay back in the house and cook us all a nice dinner, you can go watch the game. ","I will just stay back in the house and cook us all a nice dinner, you can go watch the game. ",93,17.9040576,122,75,"cooking.png,house.png,soccer.png",Composition,B,67113,63502,19667,8,"I will just stay back in the house and cook us all a nice dinner, you can go watch the game. ",0,0.730538922,0.3183391
17,Keyboard,17,36937,4030,"I didn't know tortoise meat was a thing, maybe I'll try making a dish out of it when I get back home tonight.","I didn't know tortoise meat was a thing, maybe I'll try making a dish out of it when I get back home tonight.",109,35.08676936,19,16,"turtle.png,cooking-pan.png,youngman.png",Composition,B,42541,38511,5481,3,"I didn't know tortoise meat was a thing, maybe I'll try making a dish out of it when I get back home tonight.",0,0.152,0.756944444
17,Keyboard,18,15793,3462,I don't want my kids to get addicted to mobile phones.,I don't want my kids to get addicted to mobile phones.,54,40.27100614,8,8,"baby.png,iPhone4.png,man.png",Composition,B,19878,16416,3332,2,I don't want my kids to get addicted to mobile phones.,0,0.129032258,0.771428571
17,Keyboard,19,31297,4878,Grandma would love to get a teddy bear for Children's day! She's so cute! ,Grandma would love to get a teddy bear for Children's day! She's so cute! ,74,27.98990319,24,16,"grandma.png,heart.png,teddybear.png",Composition,B,38945,34067,3454,2,Grandma would love to get a teddy bear for Children's day! She's so cute! ,0,0.269662921,0.646017699
17,Keyboard,20,58903,3049,The doctor will take the last flight out of town tonight to see his kid,The doctor will take the last flight out of town tonight to see his kid,71,14.26073375,38,35,"doctor.png,plane.png,boy.png",Composition,B,62463,59414,29116,2,The doctor will take the last flight out of town tonight to see his kid,0,0.358490566,0.493055556
17,Speech,1,18166,8204,We should gift our youngest cousin something cute for his birthday,We should gift our youngest cousin something cute for his birthday,66,42.9373555,0,0,"boy.png,Friends.png,present.png",Composition,A,30143,21939,0,0,We should gift our youngest cousin something cute for his birthday,0,0,1
17,Speech,2,3993,7018,Do you guys want to come over to my house for coffee?,Do you guys want to come over to my house for coffee?,53,156.2734786,0,0,"house.png,Friends.png,mug.png",Composition,A,11840,4823,0,0,Do you guys want to come over to my house for coffee?,0,0,1
17,Speech,3,6016,17949,The lady said goodbye to the girl and her sister when they were boarding the flight,The lady said goodbye to the girl and her sister when they were boarding the flight,83,163.5638298,0,0,"woman.png,momandbaby.png,plane.png",Composition,A,24551,6602,0,0,The lady said goodbye to the girl and her sister when they were boarding the flight,0,0,1
17,Speech,4,2750,14269,I like to watch soccer at my house when I'm cooking,I like to watch soccer at my house when I'm cooking,51,218.1818182,0,0,"cooking.png,house.png,soccer.png",Composition,A,19031,4762,0,0,I like to watch soccer at my house when I'm cooking,0,0,1
17,Speech,5,15966,21513,I didn't know I need money for my child to play on the swing,I didn't know I need money for my child to play on the swing,60,44.34423149,0,0,"swings.png,money.png,momandbaby.png",Composition,A,38969,17456,0,0,I didn't know I need money for my child to play on the swing,0,0,1
17,Speech,6,13396,10794,The boy started crying when his dad told him Santa Claus won't be coming for Christmas,The boy started crying when his dad told him Santa Claus won't be coming for Christmas,86,76.14213198,99,9,"crying.png,youngman.png,santa.png",Composition,A,26831,16037,7772,0,The boy started crying when his dad told him Santa Claus won't be coming for Christmas,0,1.042105263,0.443298969
17,Speech,7,30668,46755,Doctor wants to paint his house with the color of an apple,Doctor wants to paint his house with the color of an apple,58,22.30337811,41,13,"apple.png,doctor.png,house.png",Composition,A,78203,31448,17385,0,The doctor wants to paint his house with the color of an apple,0.033333333,0.562065728,0.504618227
17,Speech,8,1301,11041,We shouldn't buy an expensive teddy bear,We shouldn't buy an expensive teddy bear,40,359.7232898,0,0,"teddybear.png,money.png,Friends.png",Composition,A,15194,4153,0,0,We shouldn't buy an expensive teddy bear,0,0,1
17,Speech,9,19363,8519,My kid loves playing games on my phone,My kid loves playing games on my phone,38,22.93033104,39,8,"baby.png,iPhone4.png,man.png",Composition,A,29562,21043,9532,0,My kid loves playing games on my phone,0,0.847826087,0.447058824
17,Speech,10,10366,6484,The boy wants to take his cat on the boat,The boy wants to take his cat on the boat,41,46.30522863,23,5,"boy.png,boat.png,cat.png",Composition,A,19638,13154,4861,0,The boy wants to take his cat on the boat,0,0.5,0.594202899
17,Speech,11,3750,10194,Are you crying because the puppy ran away?,Are you crying because the puppy ran away?,42,131.2,0,0,"crying.png,pup.png,confused.png",Composition,A,15633,5440,0,0,Are you crying because the puppy ran away?,0,0,1
